SectionId,SectionTitle,SectionSubtitle,SectionBgImage,SectionIconSVGPath,DashboardURL,DashboardIconSVGPath,DashboardTitle
performance,Performance Summary,"Key metrics, sales, and store performance dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_performance.png,"<path d=""M3 3v18h18M9 17V9m4 8v-5m4 5V6"" />",#,"<path
                  d=""M10.29 3.86L1.82 18a2 2 0 0 0 1.71 3h16.94a2 2 0 0 0 1.71-3L13.71 3.86a2 2 0 0 0-3.42 0zM12 9v4m0 4h.01"" />",Loss Making Stores
performance,Performance Summary,"Key metrics, sales, and store performance dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_performance.png,"<path d=""M3 3v18h18M9 17V9m4 8v-5m4 5V6"" />",#,"<path d=""M12 22c5.523 0 10-4.477 10-10S17.523 2 12 2 2 6.477 2 12s4.477 10 10 10z"" />
                <path
                  d=""M14.31 8l5.74 9.94M9.69 8h11.48M7.38 12l5.74-9.94M9.69 16L3.95 6.06M14.31 16H2.83M16.62 12l-5.74 9.94"" />",Fresh Food Analysis
performance,Performance Summary,"Key metrics, sales, and store performance dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_performance.png,"<path d=""M3 3v18h18M9 17V9m4 8v-5m4 5V6"" />",#,"<path d=""M2 3h6a4 4 0 0 1 4 4v14a3 3 0 0 0-3-3H2zM22 3h-6a4 4 0 0 0-4 4v14a3 3 0 0 1 3-3h7z"" />",Digital Channel KPIs
financial,Financial Statements,"P&L, balance sheet, and financial reporting dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_financial.png,"<path d=""M12 1v22M17 5H9.5a3.5 3.5 0 0 0 0 7h5a3.5 3.5 0 0 1 0 7H6"" />",#,"<path
                  d=""M14 2H6a2 2 0 0 0-2 2v16a2 2 0 0 0 2 2h12a2 2 0 0 0 2-2V8l-6-6zM14 2v6h6M16 13H8m8 4H8m2-8H8"" />",P&L Statement
financial,Financial Statements,"P&L, balance sheet, and financial reporting dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_financial.png,"<path d=""M12 1v22M17 5H9.5a3.5 3.5 0 0 0 0 7h5a3.5 3.5 0 0 1 0 7H6"" />",#,"<path d=""M4 4h16c1.1 0 2 .9 2 2v12c0 1.1-.9 2-2 2H4c-1.1 0-2-.9-2-2V6c0-1.1.9-2 2-2z"" />
                <polyline points=""22,6 12,13 2,6"" />",Balance Sheet
financial,Financial Statements,"P&L, balance sheet, and financial reporting dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_financial.png,"<path d=""M12 1v22M17 5H9.5a3.5 3.5 0 0 0 0 7h5a3.5 3.5 0 0 1 0 7H6"" />",#,"<path d=""M22 12h-4l-3 9L9 3l-3 9H2"" />",Cash Flow
financial,Financial Statements,"P&L, balance sheet, and financial reporting dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_financial.png,"<path d=""M12 1v22M17 5H9.5a3.5 3.5 0 0 0 0 7h5a3.5 3.5 0 0 1 0 7H6"" />",#,"<path d=""M12 20V10m6 10V4M6 20v-4"" />",Budget vs Actual
human-capital,Human Capital,"Workforce analytics, attrition, talent, and training dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_human_capital.png,"<path d=""M17 21v-2a4 4 0 0 0-4-4H5a4 4 0 0 0-4 4v2M9 7a4 4 0 1 0 0 8 4 4 0 0 0 0-8zM23 21v-2a4 4 0 0 0-3-3.87M16 3.13a4 4 0 0 1 0 7.75"" />",#,"<path d=""M20 21v-2a4 4 0 0 0-4-4H8a4 4 0 0 0-4 4v2M12 3a4 4 0 1 0 0 8 4 4 0 0 0 0-8z"" />",Headcount Analysis
human-capital,Human Capital,"Workforce analytics, attrition, talent, and training dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_human_capital.png,"<path d=""M17 21v-2a4 4 0 0 0-4-4H5a4 4 0 0 0-4 4v2M9 7a4 4 0 1 0 0 8 4 4 0 0 0 0-8zM23 21v-2a4 4 0 0 0-3-3.87M16 3.13a4 4 0 0 1 0 7.75"" />",#,"<path d=""M16 21v-2a4 4 0 0 0-4-4H5a4 4 0 0 0-4 4v2M8.56 3.44a5 5 0 0 1 0 7.12M18 8A6 6 0 0 1 6 8"" />",Attrition Dashboard
human-capital,Human Capital,"Workforce analytics, attrition, talent, and training dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_human_capital.png,"<path d=""M17 21v-2a4 4 0 0 0-4-4H5a4 4 0 0 0-4 4v2M9 7a4 4 0 1 0 0 8 4 4 0 0 0 0-8zM23 21v-2a4 4 0 0 0-3-3.87M16 3.13a4 4 0 0 1 0 7.75"" />",#,"<path d=""M22 11.08V12a10 10 0 1 1-5.93-9.14"" />
                <polyline points=""22 4 12 14.01 9 11.01"" />",Talent Pipeline
human-capital,Human Capital,"Workforce analytics, attrition, talent, and training dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_human_capital.png,"<path d=""M17 21v-2a4 4 0 0 0-4-4H5a4 4 0 0 0-4 4v2M9 7a4 4 0 1 0 0 8 4 4 0 0 0 0-8zM23 21v-2a4 4 0 0 0-3-3.87M16 3.13a4 4 0 0 1 0 7.75"" />",#,"<path d=""M2 3h6a4 4 0 0 1 4 4v14a3 3 0 0 0-3-3H2zM22 3h-6a4 4 0 0 0-4 4v14a3 3 0 0 1 3-3h7z"" />",Training Metrics
market,Market & Customer Intelligence,"NPS, market share, customer insights, and marketing mix dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_market.png,"<path d=""M21 11.5a8.38 8.38 0 0 1-.9 3.8 8.5 8.5 0 0 1-7.6 4.7 8.38 8.38 0 0 1-3.8-.9L3 21l1.9-5.7a8.38 8.38 0 0 1-.9-3.8 8.5 8.5 0 0 1 4.7-7.6 8.38 8.38 0 0 1 3.8-.9h.5a8.48 8.48 0 0 1 8 8v.5z"" />",#,"<path d=""M22 11.08V12a10 10 0 1 1-5.93-9.14"" />
                <polyline points=""22 4 12 14.01 9 11.01"" />",NPS Performance
market,Market & Customer Intelligence,"NPS, market share, customer insights, and marketing mix dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_market.png,"<path d=""M21 11.5a8.38 8.38 0 0 1-.9 3.8 8.5 8.5 0 0 1-7.6 4.7 8.38 8.38 0 0 1-3.8-.9L3 21l1.9-5.7a8.38 8.38 0 0 1-.9-3.8 8.5 8.5 0 0 1 4.7-7.6 8.38 8.38 0 0 1 3.8-.9h.5a8.48 8.48 0 0 1 8 8v.5z"" />",#,"<path d=""M18 20V10m-6 10V4M6 20v-6"" />",Nielsen Market Share
market,Market & Customer Intelligence,"NPS, market share, customer insights, and marketing mix dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_market.png,"<path d=""M21 11.5a8.38 8.38 0 0 1-.9 3.8 8.5 8.5 0 0 1-7.6 4.7 8.38 8.38 0 0 1-3.8-.9L3 21l1.9-5.7a8.38 8.38 0 0 1-.9-3.8 8.5 8.5 0 0 1 4.7-7.6 8.38 8.38 0 0 1 3.8-.9h.5a8.48 8.48 0 0 1 8 8v.5z"" />",#,"<path d=""M21 10c0 7-9 13-9 13s-9-6-9-13a9 9 0 0 1 18 0z"" />
                <circle cx=""12"" cy=""10"" r=""3"" />",Dubai Zones Profiling
market,Market & Customer Intelligence,"NPS, market share, customer insights, and marketing mix dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_market.png,"<path d=""M21 11.5a8.38 8.38 0 0 1-.9 3.8 8.5 8.5 0 0 1-7.6 4.7 8.38 8.38 0 0 1-3.8-.9L3 21l1.9-5.7a8.38 8.38 0 0 1-.9-3.8 8.5 8.5 0 0 1 4.7-7.6 8.38 8.38 0 0 1 3.8-.9h.5a8.48 8.48 0 0 1 8 8v.5z"" />",#,"<path d=""M12 20V10m6 10V4M6 20v-4"" />",GFK Market Share
market,Market & Customer Intelligence,"NPS, market share, customer insights, and marketing mix dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_market.png,"<path d=""M21 11.5a8.38 8.38 0 0 1-.9 3.8 8.5 8.5 0 0 1-7.6 4.7 8.38 8.38 0 0 1-3.8-.9L3 21l1.9-5.7a8.38 8.38 0 0 1-.9-3.8 8.5 8.5 0 0 1 4.7-7.6 8.38 8.38 0 0 1 3.8-.9h.5a8.48 8.48 0 0 1 8 8v.5z"" />",#,"<path d=""M20 21v-2a4 4 0 0 0-4-4H8a4 4 0 0 0-4 4v2M12 3a4 4 0 1 0 0 8 4 4 0 0 0 0-8z"" />",Customers Insights
market,Market & Customer Intelligence,"NPS, market share, customer insights, and marketing mix dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_market.png,"<path d=""M21 11.5a8.38 8.38 0 0 1-.9 3.8 8.5 8.5 0 0 1-7.6 4.7 8.38 8.38 0 0 1-3.8-.9L3 21l1.9-5.7a8.38 8.38 0 0 1-.9-3.8 8.5 8.5 0 0 1 4.7-7.6 8.38 8.38 0 0 1 3.8-.9h.5a8.48 8.48 0 0 1 8 8v.5z"" />",#,"<path d=""M22 12h-4l-3 9L9 3l-3 9H2"" />",MMM CG & FFD
market,Market & Customer Intelligence,"NPS, market share, customer insights, and marketing mix dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_market.png,"<path d=""M21 11.5a8.38 8.38 0 0 1-.9 3.8 8.5 8.5 0 0 1-7.6 4.7 8.38 8.38 0 0 1-3.8-.9L3 21l1.9-5.7a8.38 8.38 0 0 1-.9-3.8 8.5 8.5 0 0 1 4.7-7.6 8.38 8.38 0 0 1 3.8-.9h.5a8.48 8.48 0 0 1 8 8v.5z"" />",#,"<path d=""M22 11.08V12a10 10 0 1 1-5.93-9.14"" />
                <polyline points=""22 4 12 14.01 9 11.01"" />",Top Down NPS
market,Market & Customer Intelligence,"NPS, market share, customer insights, and marketing mix dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_market.png,"<path d=""M21 11.5a8.38 8.38 0 0 1-.9 3.8 8.5 8.5 0 0 1-7.6 4.7 8.38 8.38 0 0 1-3.8-.9L3 21l1.9-5.7a8.38 8.38 0 0 1-.9-3.8 8.5 8.5 0 0 1 4.7-7.6 8.38 8.38 0 0 1 3.8-.9h.5a8.48 8.48 0 0 1 8 8v.5z"" />",#,"<path d=""M12 1v22M17 5H9.5a3.5 3.5 0 0 0 0 7h5a3.5 3.5 0 0 1 0 7H6"" />",MMM Total Sales
monthly,Monthly Analysis,"Monthly trends, year-over-year, and regional performance dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_monthly.png,"<path d=""M19 4H5a2 2 0 0 0-2 2v14a2 2 0 0 0 2 2h14a2 2 0 0 0 2-2V6a2 2 0 0 0-2-2zM16 2v4M8 2v4M3 10h18"" />",#,"<path d=""M22 12h-4l-3 9L9 3l-3 9H2"" />",Monthly Trends
monthly,Monthly Analysis,"Monthly trends, year-over-year, and regional performance dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_monthly.png,"<path d=""M19 4H5a2 2 0 0 0-2 2v14a2 2 0 0 0 2 2h14a2 2 0 0 0 2-2V6a2 2 0 0 0-2-2zM16 2v4M8 2v4M3 10h18"" />",#,"<path d=""M18 20V10m-6 10V4M6 20v-6"" />",YoY Comparison
monthly,Monthly Analysis,"Monthly trends, year-over-year, and regional performance dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_monthly.png,"<path d=""M19 4H5a2 2 0 0 0-2 2v14a2 2 0 0 0 2 2h14a2 2 0 0 0 2-2V6a2 2 0 0 0-2-2zM16 2v4M8 2v4M3 10h18"" />",#,"<path d=""M12 22c5.523 0 10-4.477 10-10S17.523 2 12 2 2 6.477 2 12s4.477 10 10 10z"" />
                <polyline points=""12 6 12 12 16 14"" />",Seasonal Patterns
monthly,Monthly Analysis,"Monthly trends, year-over-year, and regional performance dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_monthly.png,"<path d=""M19 4H5a2 2 0 0 0-2 2v14a2 2 0 0 0 2 2h14a2 2 0 0 0 2-2V6a2 2 0 0 0-2-2zM16 2v4M8 2v4M3 10h18"" />",#,"<path d=""M21 10c0 7-9 13-9 13s-9-6-9-13a9 9 0 0 1 18 0z"" />
                <circle cx=""12"" cy=""10"" r=""3"" />",Regional Breakdown
realtime,Daily & Realtime Analysis,"Live sales, stock, operations, and e-commerce monitoring dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_realtime.png,"<path d=""M13 2L3 14h9l-1 8 10-12h-9l1-8z"" />",#,"<path d=""M12 22c5.523 0 10-4.477 10-10S17.523 2 12 2 2 6.477 2 12s4.477 10 10 10z"" />
                <polyline points=""12 6 12 12 16 14"" />",Real Time Total Sales
realtime,Daily & Realtime Analysis,"Live sales, stock, operations, and e-commerce monitoring dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_realtime.png,"<path d=""M13 2L3 14h9l-1 8 10-12h-9l1-8z"" />",#,"<path
                  d=""M19 4H5a2 2 0 0 0-2 2v14a2 2 0 0 0 2 2h14a2 2 0 0 0 2-2V6a2 2 0 0 0-2-2zM16 2v4M8 2v4M3 10h18"" />",Total Sales As of Yesterday
realtime,Daily & Realtime Analysis,"Live sales, stock, operations, and e-commerce monitoring dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_realtime.png,"<path d=""M13 2L3 14h9l-1 8 10-12h-9l1-8z"" />",#,"<path d=""M20.59 13.41l-7.17 7.17a2 2 0 0 1-2.83 0L2 12V2h10l8.59 8.59a2 2 0 0 1 0 2.82z"" />
                <line x1=""7"" y1=""7"" x2=""7.01"" y2=""7"" />",Real Time Promo Sales
realtime,Daily & Realtime Analysis,"Live sales, stock, operations, and e-commerce monitoring dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_realtime.png,"<path d=""M13 2L3 14h9l-1 8 10-12h-9l1-8z"" />",#,"<path
                  d=""M21 16V8a2 2 0 0 0-1-1.73l-7-4a2 2 0 0 0-2 0l-7 4A2 2 0 0 0 3 8v8a2 2 0 0 0 1 1.73l7 4a2 2 0 0 0 2 0l7-4A2 2 0 0 0 21 16z"" />",Real Time Stock
realtime,Daily & Realtime Analysis,"Live sales, stock, operations, and e-commerce monitoring dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_realtime.png,"<path d=""M13 2L3 14h9l-1 8 10-12h-9l1-8z"" />",#,"<path d=""M22 11.08V12a10 10 0 1 1-5.93-9.14"" />
                <polyline points=""22 4 12 14.01 9 11.01"" />",Daily Ops Performance
realtime,Daily & Realtime Analysis,"Live sales, stock, operations, and e-commerce monitoring dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_realtime.png,"<path d=""M13 2L3 14h9l-1 8 10-12h-9l1-8z"" />",#,"<path d=""M20.59 13.41l-7.17 7.17a2 2 0 0 1-2.83 0L2 12V2h10l8.59 8.59a2 2 0 0 1 0 2.82z"" />
                <line x1=""7"" y1=""7"" x2=""7.01"" y2=""7"" />",Private Brand Daily Ops
realtime,Daily & Realtime Analysis,"Live sales, stock, operations, and e-commerce monitoring dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_realtime.png,"<path d=""M13 2L3 14h9l-1 8 10-12h-9l1-8z"" />",#,"<path
                  d=""M10.29 3.86L1.82 18a2 2 0 0 0 1.71 3h16.94a2 2 0 0 0 1.71-3L13.71 3.86a2 2 0 0 0-3.42 0zM12 9v4m0 4h.01"" />",War on Waste
realtime,Daily & Realtime Analysis,"Live sales, stock, operations, and e-commerce monitoring dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_realtime.png,"<path d=""M13 2L3 14h9l-1 8 10-12h-9l1-8z"" />",#,"<path d=""M6 2L3 6v14a2 2 0 0 0 2 2h14a2 2 0 0 0 2-2V6l-3-4zM3 6h18M16 10a4 4 0 0 1-8 0"" />",ECommerce Analysis
realtime,Daily & Realtime Analysis,"Live sales, stock, operations, and e-commerce monitoring dashboards",https://raw.githubusercontent.com/bhavinks84/PBIMenu/refs/heads/main/img/bg_realtime.png,"<path d=""M13 2L3 14h9l-1 8 10-12h-9l1-8z"" />",#,"<path d=""M20.59 13.41l-7.17 7.17a2 2 0 0 1-2.83 0L2 12V2h10l8.59 8.59a2 2 0 0 1 0 2.82z"" />
                <line x1=""7"" y1=""7"" x2=""7.01"" y2=""7"" />",Promo Analysis
